id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency
medicalchain,mtn,Medicalchain,https://assets.coingecko.com/coins/images/2850/large/medicalchain.png?1547037019,0.000846428,196222.0,2743.0,423753.0,14391.81,0.00088833,0.00082418,-4.1684842268544e-05,-4.69365,-9461.438367008523,-4.6,231528335.70054606,500000000.0,,0.35886,-99.76466,2018-02-10T00:00:00.000Z,0.00082418,2.47242,2023-08-16T17:34:35.709Z,"{'times': -0.9957678623982217, 'currency': 'usd', 'percentage': -99.57678623982217}",2023-08-16T20:19:33.911Z,-59.796575590798454,-4.693645086233573,-11.65739404402327
phoenixdao,phnx,PhoenixDAO,https://assets.coingecko.com/coins/images/11523/large/Token_Icon.png?1618447147,0.003779589,196142.0,2744.0,415738.0,54340.0,0.00390701,0.00371144,-8.9274840211099e-05,-2.30752,-4774.700624048855,-2.37646,51897138.88443257,110000000.0,,0.318999,-98.82415,2021-04-20T02:38:51.083Z,0.00365103,2.73617,2022-05-12T09:45:31.766Z,,2023-08-16T20:19:47.209Z,-52.00829386523318,-2.3075209382295516,-40.71089230187801
governor-dao,gdao,Governor DAO,https://assets.coingecko.com/coins/images/13140/large/GDAOlogo2-bird.png?1605591842,0.06560483,194581.0,2745.0,197051.0,14158.11,0.069287,0.064816,-0.003590511970693003,-5.18895,-10463.117247467395,-5.10287,2962390.7183298958,3000000.0,,6.02,-98.90522,2020-11-17T07:25:31.028Z,0.04721382,39.50762,2023-06-24T19:18:19.751Z,,2023-08-16T20:18:43.940Z,-62.86846433100877,-5.188950431455883,-55.352505607846894
lunafi,lfi,Lunafi,https://assets.coingecko.com/coins/images/24594/large/lfi.png?1648310927,0.000610455,194214.0,2746.0,616312.0,183472.0,0.00061757,0.00060789,-4.819443600866e-06,-0.7833,995.05,0.51499,315122193.317244,1000000000.0,1000000000.0,0.059815,-98.97476,2022-09-11T19:47:44.797Z,7.395e-05,729.29683,2023-05-22T21:50:18.470Z,,2023-08-16T20:20:09.886Z,-98.02289291972764,-0.7832999144361598,-31.156096557674896
tastenft,taste,TasteNFT,https://assets.coingecko.com/coins/images/15532/large/3C1Qq1yf_400x400.jpg?1621138873,0.0,194028.0,2747.0,319851.0,1.9,3.25701e-10,3.17781e-10,-3.537413e-12,-1.09296,-2320.023380452476,-1.18159,606617817373196.0,1000000000000000.0,,1.14393e-07,-99.72035,2021-08-17T20:02:59.201Z,4.7e-17,683125114.74266,2021-10-14T17:10:24.035Z,,2023-08-16T20:12:25.377Z,-57.88634678302006,-1.0929567411450192,-25.817941771970272
hundred-finance,hnd,Hundred Finance,https://assets.coingecko.com/coins/images/18445/large/hnd.PNG?1632054703,0.006418492,192914.0,2748.0,642262.0,2857.73,0.00666425,0.00617962,-0.000164084147404192,-2.4927,-3544.2353347835015,-1.80407,30036615.4095633,100000000.0,100000000.0,6.02,-99.89325,2022-01-04T16:02:18.147Z,0.0,2.1988519584477724e+26,2021-11-26T23:33:25.719Z,,2023-08-16T20:19:16.545Z,-92.93443245669128,-2.492704115036193,-63.7411021180088
gaj,gaj,Gaj Finance,https://assets.coingecko.com/coins/images/15257/large/logo200x200.png?1629887093,0.003439639,192780.0,2749.0,14973.95,16.13,0.0034923,0.00342238,-5.0152537532678e-05,-1.43712,16310.26,9.24254,2094398844238.15,1943395.57,2094399.0,7.96,-99.95677,2021-05-26T06:42:34.210Z,0.00309575,11.19764,2023-06-19T15:34:35.728Z,,2023-08-16T20:19:23.344Z,-50.70603287708977,-1.437121254586017,-10.56895525679173
hitchain,hit,HitChain,https://assets.coingecko.com/coins/images/5555/large/hitchain.png?1547041361,3.135e-06,192749.0,2750.0,321248.0,15419.63,3.18e-06,3.1e-06,-3.5999875745e-08,-1.13544,-2109.6237819279195,-1.08265,61440000000.0,102400000000.0,,0.00104284,-99.69903,2021-04-05T22:50:09.484Z,2.74e-06,14.66635,2023-06-10T05:32:19.649Z,,2023-08-16T20:17:44.744Z,-70.89712920096547,-1.1354417536015489,1.011752564225716
digital-reserve-currency,drc,Digital Reserve Currency,https://assets.coingecko.com/coins/images/12802/large/DRC_Logo.jpg?1654229818,0.000192593,192588.0,2751.0,192588.0,21161.0,0.0001986,0.00017109,1.069e-05,5.87454,10561.22,5.80201,1000000000.0,1000000000.0,,0.03003438,-99.35795,2021-03-27T09:02:26.918Z,0.00011662,65.35746,2020-10-27T01:03:04.275Z,,2023-08-16T20:20:29.229Z,-39.592601007457844,5.87453618769537,-15.535341216789881
orne,orne,Orne,https://assets.coingecko.com/coins/images/21210/large/orne.png?1662283889,0.00696164,191323.0,2752.0,696316.0,108.68,0.00715579,0.00682598,-0.000156029645824758,-2.19215,-4333.533877805225,-2.21487,27476489.004398,100000000.0,100000000.0,0.071423,-90.24175,2022-04-30T14:39:15.998Z,2.656e-05,26142.423,2023-05-09T06:58:32.172Z,,2023-08-16T20:18:26.469Z,698.7029642370798,-2.1921451937322827,-25.205811885812057
aipad,aipad,AIPad,https://assets.coingecko.com/coins/images/28894/large/JZadeHu.jpeg?1675214438,0.050131733,191079.0,2753.0,10056786.0,124053.0,0.052187,0.04995173,-0.00101819936136785,-1.99062,-3447.6291168044263,-1.77232,3800000.0,200000000.0,200000000.0,0.862302,-94.1647,2023-03-01T08:22:26.739Z,0.04655679,8.0786,2023-07-12T16:54:55.623Z,,2023-08-16T20:19:43.223Z,,-1.9906172244812503,0.4718125029398279
kingdomx,kt,KingdomX,https://assets.coingecko.com/coins/images/23411/large/kt.png?1644151409,0.0012201,190469.0,2754.0,1225603.0,125087.0,0.0012929,0.00121293,-7.0067639319622e-05,-5.4309,-10124.95817370605,-5.04749,155408352.68,1000000000.0,1000000000.0,0.072587,-98.30346,2022-02-11T16:34:42.749Z,0.00060918,102.15204,2022-12-02T23:39:46.633Z,,2023-08-16T20:20:34.351Z,-51.981584978673766,-5.430895766760458,-12.593700659920708
dragon-crypto-argenti,dcar,Dragon Crypto Argenti,https://assets.coingecko.com/coins/images/26613/large/dcar%283%29.png?1659067097,0.009655106,189986.0,2755.0,386731.0,2375.01,0.01003488,0.00957938,-0.000338797291796231,-3.39004,-4945.285702835972,-2.53694,19650390.6280567,15558705.0,40000000.0,0.265261,-96.35621,2022-08-10T12:30:17.848Z,0.00957938,0.89963,2023-08-16T19:41:15.202Z,,2023-08-16T20:20:33.437Z,-95.65608182606692,-3.39003981653295,-33.93504349600729
wizardia,wzrd,Wizardia,https://assets.coingecko.com/coins/images/24434/large/Icon_%281%29.jpg?1648177628,0.001804858,189607.0,2756.0,541083.0,36229.0,0.00188652,0.00180289,-4.0857455636688e-05,-2.21364,-4096.706523109926,-2.11494,105126240.94333333,300000000.0,300000000.0,0.520856,-99.65321,2022-04-06T04:58:12.063Z,0.00154284,17.07551,2023-08-14T08:23:30.191Z,,2023-08-16T20:20:49.480Z,-91.05922924449155,-2.213637929512822,-22.569436986801396
n286,n286,N286,missing_large.png,0.009012757,189268.0,2757.0,189268.0,551.63,,,,,,,21000000.0,21000000.0,21000000.0,0.134216,-93.28488,2023-05-19T04:44:40.133Z,0.00767173,17.48009,2023-05-25T21:32:52.772Z,,2023-05-26T08:00:23.888Z,,,0.0
somee-social,somee,SoMee.Social,https://assets.coingecko.com/coins/images/16406/large/SoMeeBallLogo200x200.png?1623920285,0.001708106,188699.0,2758.0,256216.0,14.49,,,,,,,110472492.71425737,110662267.920181,150000000.0,0.0953,-98.20766,2021-08-27T04:00:19.370Z,0.00162237,5.28437,2023-08-01T02:30:43.980Z,,2023-08-15T07:12:02.489Z,-64.80249016372092,,-15.854532483298042
upstabletoken,ustx,UpStable,https://assets.coingecko.com/coins/images/20225/large/logoSolid200.png?1636689112,0.016751409,188512.0,2759.0,445999.0,1791.52,0.01683697,0.01658394,-2.1814624400769e-05,-0.13006,-155.29153012379538,-0.08231,11256531.24398,26631703.435091,,0.058009,-71.27383,2021-12-10T20:33:20.285Z,0.0165674,0.58206,2023-08-14T15:31:01.705Z,,2023-08-16T20:19:44.183Z,-30.759434695933596,-0.13005624591995868,-0.19773823309903524
publc,publx,PUBLC,https://assets.coingecko.com/coins/images/29074/large/PUBLX_Logo_%28200x200%29.png?1676432730,0.000944207,187989.0,2760.0,94420680.0,38.53,,,,,,,199514197.4723686,100000000000.0,100000000000.0,0.00163071,-42.09832,2023-02-24T23:21:25.396Z,0.00069736,35.39656,2023-06-16T01:53:03.116Z,,2023-08-08T06:00:10.934Z,,,14.50226254902653
carvertical,cv,carVertical,https://assets.coingecko.com/coins/images/2098/large/carvertical.png?1547738903,2.4971e-05,186936.0,2761.0,247986.0,50.98,,,,,,,7486268480.851621,9931143978.0,,0.009318,-99.73202,2018-02-09T00:00:00.000Z,2.067e-05,20.82627,2023-07-14T20:34:29.345Z,"{'times': -0.996768994614649, 'currency': 'eth', 'percentage': -99.6768994614649}",2023-08-09T16:59:23.426Z,-83.00817519268148,,10.926176522498675
stox,stx,Stox,https://assets.coingecko.com/coins/images/1230/large/stox-token.png?1547035256,0.003596771,186062.0,2762.0,198305.0,14276.38,0.0036388,0.00355427,-7.661582922733e-06,-0.21256,82.17,0.04418,51583284.70006236,54977677.047893,,0.983723,-99.63437,2018-05-07T00:08:49.881Z,0.00120924,197.44034,2021-07-01T19:43:39.924Z,,2023-08-16T20:18:38.657Z,14.016614329828359,-0.21256003459629744,7.04407965832365
celestial,celt,Celestial,https://assets.coingecko.com/coins/images/18683/large/celt.png?1632966755,6.2488e-05,185998.0,2763.0,312627.0,4655.24,6.795e-05,6.245e-05,-2.459941671813e-06,-3.78758,-10145.197101566824,-5.17234,2974753605.0,4924753605.0,5000000000.0,0.13017,-99.95193,2021-11-23T16:44:15.987Z,5.507e-05,13.61885,2023-06-30T21:40:17.842Z,,2023-08-16T20:20:29.906Z,-98.76914999408044,-3.7875759739093526,-0.9717983124500226
aerarium-fi,aera,Aerarium Fi,https://assets.coingecko.com/coins/images/24852/large/aerarium-red.png?1649133985,1.763093475,185797.0,2764.0,1763376.0,1601.18,1.81,1.76,-0.04872237178397287,-2.68915,-5076.23259497463,-2.65948,105348.868873522,999855.0,999855.0,354.05,-99.50168,2022-11-29T04:46:10.166Z,1.76,0.06501,2023-08-16T19:57:28.261Z,,2023-08-16T20:19:00.528Z,-74.5498787229886,-2.689145912394569,-37.523493343955245
relevant,rel,Relevant,https://assets.coingecko.com/coins/images/11586/large/Relevant.png?1591390081,0.020766387,185290.0,2765.0,348743.0,100.99,0.02218362,0.02058175,-0.001284091270379834,-5.82342,-35659.57213007615,-16.13927,8940460.078355147,16827277.8880246,,11.13,-99.81376,2021-04-05T20:04:30.554Z,0.01430651,44.86299,2023-06-19T14:34:54.472Z,,2023-08-16T20:20:42.342Z,-82.46899791342489,-5.823416893553269,-39.664324372822264
bontecoin,bonte,Bontecoin,https://assets.coingecko.com/coins/images/24277/large/logo_%281%29.png?1647180941,8.9238e-05,184751.0,2766.0,892707.0,119.76,0.00023831,7.99e-06,7.466e-05,511.96041,154663.0,514.04381,2069553986.90819,10000000000.0,10000000000.0,0.372246,-99.976,2022-05-03T17:22:05.676Z,3.07e-06,2806.81453,2023-05-29T17:06:43.451Z,,2023-08-16T20:19:48.330Z,-98.22605722971922,511.9604077938081,890.2203234226815
pinkmoon,pinkm,PinkMoon,https://assets.coingecko.com/coins/images/15018/large/pink-logo-200.png?1619465255,0.0,184698.0,2767.0,479705.0,5.58,4.88434e-10,4.79577e-10,-5.647272e-12,-1.16354,-2191.7351709201757,-1.17274,385024133872627.1,1000000000000000.0,,2.9694e-08,-98.38453,2021-04-27T03:16:23.283Z,3.9922e-11,1101.59982,2021-05-14T21:03:49.203Z,,2023-08-16T12:30:54.196Z,-32.58201833260894,-1.1635414899290961,-4.317007965783775
peruvian-national-football-team-fan-token,fpft,Peruvian National Football Team Fan Token,https://assets.coingecko.com/coins/images/25982/large/8d6a8074-7649-4e85-be2e-a1dc0d6674c8.png?1655113870,0.008056087,184124.0,2768.0,803779.0,54333.0,0.00815592,0.00734788,0.00053112,7.05815,11768.15,6.82782,22907299.0,97907299.0,100000000.0,0.210672,-96.15703,2022-09-02T04:51:47.804Z,0.00525785,53.98054,2023-07-22T09:50:54.170Z,,2023-08-16T20:20:02.298Z,-73.45104761080148,7.0581526881999315,28.91776737934934
kick-io,kick,KICK.IO,https://assets.coingecko.com/coins/images/18942/large/KICK.png?1633962424,0.001748065,184124.0,2769.0,611823.0,34.96,,,,,,,105330000.0,350000000.0,350000000.0,0.239678,-99.27066,2021-10-12T17:18:54.507Z,0.00011902,1368.72135,2023-03-11T14:20:38.643Z,,2023-08-14T19:28:53.159Z,-76.36111602155601,,-12.574140736889976
crabada,cra,Crabada,https://assets.coingecko.com/coins/images/20011/large/crabada_icon_%281%29.png?1636372872,0.000514854,183531.0,2770.0,515561.0,1433.5,0.00056165,0.00051234,-4.4555243462019e-05,-7.9647,-14756.530417752481,-7.44197,355983565.3625,1000000000.0,1000000000.0,2.96,-99.98258,2021-11-22T17:18:31.018Z,0.00051234,0.60873,2023-08-16T14:06:29.667Z,,2023-08-16T20:20:49.401Z,-97.86045249167816,-7.964698909006569,-38.670378850390094
ston,ston,Ston,https://assets.coingecko.com/coins/images/13001/large/ston-v2-200x200.png?1604284194,0.000981861,183368.0,2771.0,363289.0,7413.58,0.00101303,0.00094437,2.507e-05,2.62002,5550.52,3.12147,186755666.91716814,370000000.0,370000000.0,0.37725,-99.73966,2021-01-20T01:12:45.719Z,0.0006002,63.63112,2023-07-30T16:11:18.709Z,,2023-08-16T20:20:47.829Z,-95.71999301728077,2.620019064982709,-51.43589111428949
element-black,elt,Element Black,https://assets.coingecko.com/coins/images/25160/large/4TCtUKHs_400x400.jpg?1650464346,0.000132076,183353.0,2772.0,529630.0,34311.0,0.00013576,0.00012031,-1.80084453936e-06,-1.34515,-3026.421219423588,-1.6238,1384760129.66,4000000000.0,4000000000.0,0.153254,-99.91806,2022-04-21T15:59:07.493Z,7.453e-05,68.48535,2023-06-21T01:16:16.296Z,,2023-08-16T20:20:38.276Z,-98.55297875323117,-1.345152343263068,10.144804323477208
lead-token,lead,Lead,https://assets.coingecko.com/coins/images/12384/large/lead.jpg?1599491466,0.000402718,182959.0,2773.0,388345.0,73.96,,,,,,,454310845.9547058,964310845.9547057,,0.02680801,-98.49777,2021-02-24T18:53:34.363Z,6.601e-05,510.08485,2020-10-10T09:57:31.426Z,,2023-08-10T08:30:24.894Z,-31.26772270713029,,-4.199090652001384
true-pnl,pnl,True PNL,https://assets.coingecko.com/coins/images/15282/large/256x256logo.png?1623230007,0.016773237,182787.0,2774.0,495660.0,26893.0,0.054836,0.0165798,-0.0006645652473692,-3.81106,-7010.503116139589,-3.69367,10886324.181957819,29520194.2229799,,0.383927,-95.62807,2021-11-23T15:08:12.191Z,2.737e-05,61217.0676,2021-05-27T14:52:41.960Z,,2023-08-16T20:20:41.192Z,-41.637429757815106,-3.811060800671647,-12.125620491871052
golcoin,golc,GOLCOIN,https://assets.coingecko.com/coins/images/27341/large/logo_in_the_middle_.png?1663551501,0.153323589,182033.0,2775.0,44464809.0,485128.0,0.241783,0.150991,-0.004676927995961033,-2.96007,-6344.00562268676,-3.36771,1187223.0,67437224.0,290000000.0,74.86,-99.79434,2022-10-05T11:05:46.920Z,0.085952,79.11928,2023-06-29T13:20:06.086Z,,2023-08-16T20:20:44.322Z,,-2.960071332036652,-5.04609965675979
bottos,bto,Bottos,https://assets.coingecko.com/coins/images/2048/large/bottos.png?1517478551,0.000333581,181902.0,2776.0,333160.0,14992.69,0.00035053,0.00033096,-1.3847010872863e-05,-3.98557,-7854.720922871784,-4.13937,545990153.26,1000000000.0,,0.377044,-99.91153,2018-05-02T23:43:12.358Z,0.00025662,29.98929,2022-11-29T04:45:40.370Z,,2023-08-16T20:19:34.113Z,-41.44824261502527,-3.9855745900032566,-6.50051338408186
musk-gold,musk,MUSK Gold,https://assets.coingecko.com/coins/images/21696/large/musk-icon-200x200.png?1649329802,0.005266757,181889.0,2777.0,3637786.0,42524.0,0.00738721,0.00526664,-0.002010950931476009,-27.63165,-69293.74475092458,-27.58695,34521000.0,690420000.0,,0.860859,-99.37096,2022-01-20T18:59:14.771Z,0.00081248,566.50022,2023-06-15T15:21:49.920Z,,2023-08-16T20:20:49.880Z,-74.08150365223392,-27.631651067807166,2.9026118066907167
golden-ball,glb,Golden Ball,https://assets.coingecko.com/coins/images/20274/large/glb.PNG?1636707869,3.023e-06,181383.0,2778.0,181383.0,1132.16,,,,,,,60000000000.0,60000000000.0,60000000000.0,8.265e-05,-96.34249,2023-01-02T12:05:30.515Z,1.05e-06,187.59548,2022-09-15T16:34:50.018Z,,2023-08-03T10:30:14.916Z,20.66813629395273,,-41.27131115084862
crolon-mars,clmrs,Crolon Mars,https://assets.coingecko.com/coins/images/26385/large/resized-image-Promo-removebg-preview.png?1657679738,0.000299699,181198.0,2779.0,296806.0,467.39,0.00030188,0.00028534,6.54e-06,2.22949,2154.26,1.2032,610494317.0,1000000000.0,1000000000.0,0.00113245,-73.76358,2023-01-24T18:11:10.655Z,4.007e-05,641.42965,2023-06-22T15:22:30.243Z,,2023-08-16T20:20:33.821Z,,2.2294884899437277,-1.8603031920985467
merkle-network,merkle,Merkle Network,https://assets.coingecko.com/coins/images/19838/large/merkle.PNG?1636032921,0.019203337,180120.0,2780.0,1152200.0,0.854089,,,,,,,9379605.121800499,60000000.0,60000000.0,0.762968,-97.48308,2021-11-12T09:24:04.069Z,0.0190537,0.78535,2023-07-24T09:56:20.076Z,,2023-08-03T13:30:18.117Z,-26.371170323804783,,-0.8205002426183307
cheems,cheems,Cheems,https://assets.coingecko.com/coins/images/18358/large/newlogo.png?1644476666,7.3531e-05,179956.0,2781.0,515666.0,653.25,7.572e-05,7.266e-05,-2.1905709049e-07,-0.29703,-66.89583172599669,-0.03716,2442845440.0,2775346214.0,7000000000.0,0.01011444,-99.27228,2021-10-28T18:16:47.491Z,5.625e-05,30.86493,2023-06-16T22:01:10.038Z,,2023-08-16T20:20:47.625Z,-63.912466658830645,-0.297027622490544,-32.646564786747525
algoblocks,algoblk,AlgoBlocks,https://assets.coingecko.com/coins/images/25120/large/tncthV9K_400x400.jpg?1650370062,0.002311826,179895.0,2782.0,435344.0,26456.0,0.00232086,0.00230574,-4.001998435909e-06,-0.17281,142.65,0.07936,77686238.1491221,188000000.0,188000000.0,0.228432,-98.98608,2022-04-19T13:50:07.857Z,0.00229367,0.97869,2023-08-08T19:44:20.147Z,,2023-08-16T20:20:05.620Z,-86.31327728031879,-0.17281071909824464,-6.110370315049125
skrumble-network,skm,Skrumble Network,https://assets.coingecko.com/coins/images/3826/large/skrumble-network.png?1548609513,0.000164376,179166.0,2783.0,255058.0,14455.73,0.00019667,0.00016747,-3.1219973364194e-05,-15.9615,-27024.142117074953,-13.1064,1053679599.6757908,1500000000.0,,0.110396,-99.8456,2018-05-10T13:15:37.471Z,0.00011683,45.90294,2019-05-25T00:00:00.000Z,"{'times': -0.9985553666281517, 'currency': 'eth', 'percentage': -99.85553666281517}",2023-08-16T20:17:56.688Z,-66.60143957419703,-15.961497585291765,-21.234383339079336
astroswap,astro,AstroSwap,https://assets.coingecko.com/coins/images/18816/large/astro.png?1633506850,0.000417197,178999.0,2784.0,4177695.0,12602.12,0.00043628,0.00040734,2.96e-06,0.71387,1417.66,0.79832,428462821.0,10000000000.0,10000000000.0,0.522928,-99.92005,2021-10-28T17:37:59.505Z,0.00036787,13.64369,2023-06-10T17:08:35.121Z,,2023-08-16T20:20:42.090Z,-78.0516070362493,0.7138706103348282,-13.835453490010257
3d3d,3d3d,3d3d,https://assets.coingecko.com/coins/images/30232/large/200x200_2.PNG?1683643581,0.0,178390.0,2785.0,208192.0,2029.77,6.19149e-10,4.21832e-10,-6.3312062e-11,-11.3453,-23137.89064132067,-11.48125,360468841425725.0,360468841425725.0,420690000000000.0,1.5864e-08,-96.88097,2023-05-18T14:38:59.171Z,1.12337e-10,340.47798,2023-06-21T17:31:31.551Z,,2023-08-16T20:20:50.707Z,,-11.345303376057233,-25.048371231773515
synchrocoin,syc,SynchroCoin,https://assets.coingecko.com/coins/images/1469/large/ud643DVg.png?1621828021,0.002578947,178322.0,2786.0,257895.0,0.96792,,,,,,,69145348.43398982,100000000.0,,0.067146,-96.15917,2019-06-27T01:39:12.937Z,0.00016366,1475.74813,2022-11-14T09:33:53.511Z,,2023-08-11T18:56:06.362Z,-65.6992111154463,,21.42736522213985
ruff,ruff,Ruff,https://assets.coingecko.com/coins/images/2726/large/ruff.png?1548608556,0.000188811,177585.0,2787.0,347428.0,67936.0,0.00018924,0.00018457,-2.48713480621e-07,-0.13155,-232.18665229572798,-0.13058,940500000.0,1840000000.0,,0.168013,-99.88762,2018-05-03T03:38:13.266Z,0.00014105,33.86011,2023-08-09T20:50:13.034Z,,2023-08-16T20:20:34.021Z,-66.24530991120662,-0.13155296668259558,14.324861508432871
galaxy-fight-club,gcoin,Galaxy Fight Club,https://assets.coingecko.com/coins/images/22364/large/M1oqSwPA_400x400.jpg?1641762383,0.005734479,177116.0,2788.0,867894.0,9841.16,0.00603022,0.00560317,-0.000176220202648156,-2.98138,-3956.889043474541,-2.18524,30611373.73909644,150000000.0,150000000.0,2.16,-99.73164,2022-01-12T22:58:45.581Z,0.0054862,5.54544,2023-08-13T21:09:00.065Z,,2023-08-16T20:19:53.038Z,-96.64882716005972,-2.9813766911148556,-16.03815837994601
trivian,trivia,Trivians,https://assets.coingecko.com/coins/images/26303/large/trv-icon-full.png?1657180183,0.001054485,176967.0,2789.0,1053939.0,64769.0,0.00107725,0.00097676,6.886e-05,6.9865,11042.83,6.65534,167910255.101,1000000000.0,1000000000.0,0.04093968,-97.43891,2022-08-11T15:16:48.905Z,0.00080323,30.53527,2023-06-29T03:14:32.595Z,,2023-08-16T20:19:19.799Z,-97.05876692424405,6.98650096599809,-1.7249427153392907
mobifi,mofi,MobiFi,https://assets.coingecko.com/coins/images/14697/large/MOFI_Coin_Green_200x200.png?1634024056,0.00202838,176819.0,2790.0,288686.0,18621.55,0.00207872,0.00199275,-4.4895444095805e-05,-2.16544,-4164.706018291094,-2.30115,87280579.342527,142500000.0,,0.469067,-99.56791,2021-05-12T19:48:41.478Z,0.0016842,20.34214,2022-11-09T22:23:31.244Z,,2023-08-16T20:20:49.522Z,-71.64994680536002,-2.165435329180283,-25.80502740279468
afin-coin,afin,Asian Fintech,https://assets.coingecko.com/coins/images/7519/large/Afinlogo-200x200.png?1630048356,0.002127951,176341.0,2791.0,1060759.0,4615.93,0.00213231,0.00199871,2.831e-05,1.34855,1824.64,1.04555,83120000.0,500000000.0,,0.378275,-99.43731,2019-01-22T12:13:13.281Z,0.00025095,748.19676,2022-07-28T09:24:29.979Z,,2023-08-16T20:19:07.385Z,-62.02232582728448,1.3485486701524378,-2.5551023059443287
iridium,ird,Iridium,https://assets.coingecko.com/coins/images/6208/large/iridium.png?1547974602,0.007274324,175599.0,2792.0,181914.0,371.16,0.00816939,0.00727457,-2.3614461515375e-05,-0.32358,-1053.007920113625,-0.59609,24132202.7268827,25000000.0,25000000.0,0.131153,-94.4501,2021-10-11T16:43:06.710Z,0.00031655,2199.41939,2021-01-27T08:18:08.917Z,,2023-08-16T20:19:33.973Z,51.87068672840886,-0.3235771647913191,-18.985663499594843
xio,xio,Blockzero Labs,https://assets.coingecko.com/coins/images/10029/large/blockzero.jpg?1611110205,0.004695479,175583.0,2793.0,469570.0,53512.0,0.00489761,0.00468441,-0.000202127174910368,-4.12706,-3735.347545906261,-2.08308,37392410.471155465,100000000.0,,0.929384,-99.49464,2020-08-10T17:35:40.035Z,0.0016001,193.52733,2023-06-21T17:07:53.340Z,,2023-08-16T20:19:26.423Z,-81.57617631897006,-4.127060463403108,-46.68643081049777
vera,vera,Vera,https://assets.coingecko.com/coins/images/18519/large/JJXTVFOE_400x400.png?1632273174,0.000924926,175538.0,2794.0,920254.0,89288.0,0.00096431,0.00084129,-1.620590935898e-05,-1.72196,-5306.412753825658,-2.93424,190749900.0,1000000000.0,1000000000.0,0.681438,-99.86499,2021-11-11T11:54:35.188Z,0.00083148,10.64542,2023-08-04T06:49:29.109Z,,2023-08-16T20:19:32.886Z,-96.76671915901966,-1.7219603073668643,-27.806622413617877
singulardtv,sngls,SingularDTV,https://assets.coingecko.com/coins/images/521/large/singulardtv.png?1547034199,0.000197014,175342.0,2795.0,197014.0,39.72,,,,,,,890000000.0,1000000000.0,,0.435405,-99.95475,2018-01-08T00:00:00.000Z,5.126e-05,284.35892,2022-06-18T20:54:33.980Z,,2023-08-09T14:58:18.121Z,63.91000430461571,,-13.363977466706697
the-unfettered-souls,souls,The Unfettered Souls,https://assets.coingecko.com/coins/images/30591/large/un.jpg?1686202090,0.001602951,174442.0,2796.0,4830413.0,9853.3,0.00164862,0.00159092,-1.0744917674855e-05,-0.66586,-433.15348121957504,-0.24769,108340030.44111112,3000000000.0,3000000000.0,0.00553658,-70.85723,2023-05-31T03:09:47.724Z,0.0015208,6.09657,2023-08-10T15:04:13.734Z,,2023-08-16T20:20:35.156Z,,-0.6658576720337797,-27.244766406497828
libra-credit,lba,Libra Credit,https://assets.coingecko.com/coins/images/3673/large/libra-credit.png?1547975828,0.000250714,174160.0,2797.0,258014.0,14651.02,0.00026306,0.00024462,3.0032e-08,0.01198,4898.09,2.8938,675000000.0,1000000000.0,,0.339921,-99.92442,2018-05-23T05:36:55.791Z,0.00020031,28.2545,2023-06-10T07:40:38.476Z,"{'times': -0.9974928593151524, 'currency': 'usd', 'percentage': -99.74928593151523}",2023-08-16T20:17:45.968Z,-82.4420757028935,0.011980091775092886,-28.482540751024725
lunch-money,lmy,Lunch Money,https://assets.coingecko.com/coins/images/4149/large/IMG_2073.png?1612754752,0.001203222,173171.0,2798.0,221335.0,3.13,0.00120788,0.00120074,-3.103619588583e-06,-0.25728,108806.0,169.04521,143923011.6610335,183951730.504524,,0.263808,-99.5439,2019-08-09T05:16:22.815Z,2.5927e-08,4640717.18513,2021-01-27T14:41:17.523Z,"{'times': -0.9994720589990482, 'currency': 'eth', 'percentage': -99.94720589990483}",2023-08-16T08:30:59.049Z,496.73541409045646,-0.257278846621986,187.21133896037412
ternio,tern,Ternio,https://assets.coingecko.com/coins/images/2534/large/darkblue-darkblue.png?1547036649,0.000399329,172957.0,2799.0,399538.0,20.3,0.00040642,0.00039221,3.83e-06,0.96714,837.45,0.48655,432891691.0,1000000000.0,,0.04758594,-99.16083,2021-12-11T17:27:23.371Z,0.00019473,105.07022,2023-05-25T23:25:05.125Z,"{'times': -0.9960067105184266, 'currency': 'usd', 'percentage': -99.60067105184265}",2023-08-16T20:19:43.102Z,-90.65197642442091,0.9671382233709749,-2.72348297891558
darkcrypto-share,sky,DarkCrypto Share,https://assets.coingecko.com/coins/images/22517/large/logo-token-2.e9c15b63.png?1641968423,2.27289895,172860.0,2800.0,159402.0,202.6,2.34,2.27,-0.06108202266124607,-2.61707,-4580.3618064640905,-2.58135,76041.2270978444,70121.0,70121.0,2593.69,-99.91229,2022-04-28T07:12:53.044Z,1.68,35.47949,2023-05-25T01:37:44.243Z,,2023-08-16T20:20:32.999Z,-83.37140542549433,-2.6170745767718455,-12.501203086751408
